FIP5,TITLE,GEOGRAPHY
13129,"Calhoun, GA",CBSA
13129,"Chattanooga-Cleveland-Dalton, TN-GA",CSA
24037,St. Mary's County,County
24037,"California-Lexington Park, MD",CBSA
24037,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",CSA
24019,Dorchester County,County
24019,"Cambridge, MD",CBSA
24019,"Salisbury-Cambridge, MD-DE",CSA
39059,Guernsey County,County
39059,"Cambridge, OH",CBSA
39059,"Columbus-Marion-Zanesville, OH",CSA
05013,Calhoun County,County
05013,"Camden, AR",CBSA
05103,Ouachita County,County
05103,"Camden, AR",CBSA
21087,Green County,County
21087,"Campbellsville, KY",CBSA
21217,Taylor County,County
21217,"Campbellsville, KY",CBSA
08043,Fremont County,County
08043,"Ca??on City, CO",CBSA
08043,"Pueblo-Ca??on City, CO",CSA
39019,Carroll County,County
39019,"Canton-Massillon, OH",CBSA
39019,"Cleveland-Akron-Canton, OH",CSA
39151,Stark County,County
39151,"Canton-Massillon, OH",CBSA
39151,"Cleveland-Akron-Canton, OH",CSA
12071,Lee County,County
12071,"Cape Coral-Fort Myers, FL",CBSA
12071,"Cape Coral-Fort Myers-Naples, FL",CSA
17003,Alexander County,County
17003,"Cape Girardeau, MO-IL",CBSA
17003,"Cape Girardeau-Sikeston, MO-IL",CSA
29017,Bollinger County,County
29017,"Cape Girardeau, MO-IL",CBSA
29017,"Cape Girardeau-Sikeston, MO-IL",CSA
29031,Cape Girardeau County,County
29031,"Cape Girardeau, MO-IL",CBSA
29031,"Cape Girardeau-Sikeston, MO-IL",CSA
17077,Jackson County,County
17077,"Carbondale-Marion, IL",CBSA
17087,Johnson County,County
17087,"Carbondale-Marion, IL",CBSA
17199,Williamson County,County
17199,"Carbondale-Marion, IL",CBSA
35015,Eddy County,County
35015,"Carlsbad-Artesia, NM",CBSA
19027,Carroll County,County
19027,"Carroll, IA",CBSA
32510,Carson City,County
32510,"Carson City, NV",CBSA
32510,"Reno-Carson City-Fernley, NV",CSA
56025,Natrona County,County
56025,"Casper, WY",CBSA
49021,Iron County,County
49021,"Cedar City, UT",CBSA
19011,Benton County,County
19011,"Cedar Rapids, IA",CBSA
19011,"Cedar Rapids-Iowa City, IA",CSA
19105,Jones County,County
19105,"Cedar Rapids, IA",CBSA
19105,"Cedar Rapids-Iowa City, IA",CSA
19113,Linn County,County
19113,"Cedar Rapids, IA",CBSA
19113,"Cedar Rapids-Iowa City, IA",CSA
13233,Polk County,County
13233,"Cedartown, GA",CBSA
13233,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",CSA
39107,Mercer County,County
39107,"Celina, OH",CBSA
39107,"Lima-Van Wert-Celina, OH",CSA
21177,Muhlenberg County,County
21177,"Central City, KY",CBSA
17121,Marion County,County
17121,"Centralia, IL",CBSA
17121,"St. Louis-St. Charles-Farmington, MO-IL",CSA
53041,Lewis County,County
53041,"Centralia, WA",CBSA
53041,"Seattle-Tacoma, WA",CSA
42055,Franklin County,County
42055,"Chambersburg-Waynesboro, PA",CBSA
42055,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",CSA
17019,Champaign County,County
17019,"Champaign-Urbana, IL",CBSA
17147,Piatt County,County
17147,"Champaign-Urbana, IL",CBSA
54005,Boone County,County
54005,"Charleston, WV",CBSA
54005,"Charleston-Huntington-Ashland, WV-OH-KY",CSA
54015,Clay County,County
54015,"Charleston, WV",CBSA
54015,"Charleston-Huntington-Ashland, WV-OH-KY",CSA
54035,Jackson County,County
54035,"Charleston, WV",CBSA
54035,"Charleston-Huntington-Ashland, WV-OH-KY",CSA
54039,Kanawha County,County
54039,"Charleston, WV",CBSA
54039,"Charleston-Huntington-Ashland, WV-OH-KY",CSA
54043,Lincoln County,County
54043,"Charleston, WV",CBSA
54043,"Charleston-Huntington-Ashland, WV-OH-KY",CSA
17029,Coles County,County
17029,"Charleston-Mattoon, IL",CBSA
17035,Cumberland County,County
17035,"Charleston-Mattoon, IL",CBSA
45015,Berkeley County,County
45015,"Charleston-North Charleston, SC",CBSA
45019,Charleston County,County
45019,"Charleston-North Charleston, SC",CBSA
45035,Dorchester County,County
45035,"Charleston-North Charleston, SC",CBSA
37007,Anson County,County
37007,"Charlotte-Concord-Gastonia, NC-SC",CBSA
37007,"Charlotte-Concord, NC-SC",CSA
37025,Cabarrus County,County
37025,"Charlotte-Concord-Gastonia, NC-SC",CBSA
37025,"Charlotte-Concord, NC-SC",CSA
37071,Gaston County,County
37071,"Charlotte-Concord-Gastonia, NC-SC",CBSA
37071,"Charlotte-Concord, NC-SC",CSA
37097,Iredell County,County
37097,"Charlotte-Concord-Gastonia, NC-SC",CBSA
37097,"Charlotte-Concord, NC-SC",CSA
37109,Lincoln County,County
37109,"Charlotte-Concord-Gastonia, NC-SC",CBSA
37109,"Charlotte-Concord, NC-SC",CSA
37119,Mecklenburg County,County
37119,"Charlotte-Concord-Gastonia, NC-SC",CBSA
37119,"Charlotte-Concord, NC-SC",CSA
37159,Rowan County,County
37159,"Charlotte-Concord-Gastonia, NC-SC",CBSA
37159,"Charlotte-Concord, NC-SC",CSA
37179,Union County,County
37179,"Charlotte-Concord-Gastonia, NC-SC",CBSA
37179,"Charlotte-Concord, NC-SC",CSA
45023,Chester County,County
45023,"Charlotte-Concord-Gastonia, NC-SC",CBSA
45023,"Charlotte-Concord, NC-SC",CSA
45057,Lancaster County,County
45057,"Charlotte-Concord-Gastonia, NC-SC",CBSA
45057,"Charlotte-Concord, NC-SC",CSA
45091,York County,County
45091,"Charlotte-Concord-Gastonia, NC-SC",CBSA
45091,"Charlotte-Concord, NC-SC",CSA
51003,Albemarle County,County
51003,"Charlottesville, VA",CBSA
51065,Fluvanna County,County
51065,"Charlottesville, VA",CBSA
51079,Greene County,County
51079,"Charlottesville, VA",CBSA
51125,Nelson County,County
51125,"Charlottesville, VA",CBSA
51540,Charlottesville city,County
51540,"Charlottesville, VA",CBSA
13047,Catoosa County,County
13047,"Chattanooga, TN-GA",CBSA
13047,"Chattanooga-Cleveland-Dalton, TN-GA",CSA
13083,Dade County,County
13083,"Chattanooga, TN-GA",CBSA
13083,"Chattanooga-Cleveland-Dalton, TN-GA",CSA
28043,Grenada County,County
28043,"Grenada, MS",CBSA
72015,Arroyo Municipio,County
72015,"Guayama, PR",CBSA
72015,"San Juan-Bayam??n, PR",CSA
72057,Guayama Municipio,County
72057,"Guayama, PR",CBSA
72057,"San Juan-Bayam??n, PR",CSA
72109,Patillas Municipio,County
72109,"Guayama, PR",CBSA
72109,"San Juan-Bayam??n, PR",CSA
28045,Hancock County,County
28045,"Gulfport-Biloxi, MS",CBSA
28047,Harrison County,County
28047,"Gulfport-Biloxi, MS",CBSA
28059,Jackson County,County
28059,"Gulfport-Biloxi, MS",CBSA
28131,Stone County,County
28131,"Gulfport-Biloxi, MS",CBSA
40139,Texas County,County
40139,"Guymon, OK",CBSA
24043,Washington County,County
24043,"Hagerstown-Martinsburg, MD-WV",CBSA
24043,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",CSA
54003,Berkeley County,County
54003,"Hagerstown-Martinsburg, MD-WV",CBSA
54003,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",CSA
54065,Morgan County,County
54065,"Hagerstown-Martinsburg, MD-WV",CBSA
54065,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",CSA
16013,Blaine County,County
16013,"Hailey, ID",CBSA
16025,Camas County,County
16025,"Hailey, ID",CBSA
22105,Tangipahoa Parish,County
22105,"Hammond, LA",CBSA
22105,"New Orleans-Metairie-Hammond, LA-MS",CSA
06031,Kings County,County
06031,"Hanford-Corcoran, CA",CBSA
06031,"Fresno-Madera-Hanford, CA",CSA
29127,Marion County,County
29127,"Hannibal, MO",CBSA
29127,"Quincy-Hannibal, IL-MO",CSA
29173,Ralls County,County
29173,"Hannibal, MO",CBSA
29173,"Quincy-Hannibal, IL-MO",CSA
42041,Cumberland County,County
42041,"Harrisburg-Carlisle, PA",CBSA
42041,"Harrisburg-York-Lebanon, PA",CSA
42043,Dauphin County,County
42043,"Harrisburg-Carlisle, PA",CBSA
42043,"Harrisburg-York-Lebanon, PA",CSA
42099,Perry County,County
42099,"Harrisburg-Carlisle, PA",CBSA
42099,"Harrisburg-York-Lebanon, PA",CSA
05009,Boone County,County
05009,"Harrison, AR",CBSA
05101,Newton County,County
05101,"Harrison, AR",CBSA
51165,Rockingham County,County
51165,"Harrisonburg, VA",CBSA
51165,"Harrisonburg-Staunton, VA",CSA
51660,Harrisonburg city,County
51660,"Harrisonburg, VA",CBSA
51660,"Harrisonburg-Staunton, VA",CSA
09003,Hartford County,County
09003,"Hartford-East Hartford-Middletown, CT",CBSA
09003,"Hartford-East Hartford, CT",CSA
09007,Middlesex County,County
09007,"Hartford-East Hartford-Middletown, CT",CBSA
09007,"Hartford-East Hartford, CT",CSA
09013,Tolland County,County
09013,"Hartford-East Hartford-Middletown, CT",CBSA
09013,"Hartford-East Hartford, CT",CSA
31001,Adams County,County
31001,"Hastings, NE",CBSA
28031,Covington County,County
28031,"Hattiesburg, MS",CBSA
28031,"Hattiesburg-Laurel, MS",CSA
28035,Forrest County,County
28035,"Hattiesburg, MS",CBSA
28035,"Hattiesburg-Laurel, MS",CSA
28073,Lamar County,County
28073,"Hattiesburg, MS",CBSA
28073,"Hattiesburg-Laurel, MS",CSA
28111,Perry County,County
28111,"Hattiesburg, MS",CBSA
28111,"Hattiesburg-Laurel, MS",CSA
20051,Ellis County,County
20051,"Hays, KS",CBSA
49043,Summit County,County
49043,"Heber, UT",CBSA
49043,"Salt Lake City-Provo-Orem, UT",CSA
49051,Wasatch County,County
49051,"Heber, UT",CBSA
49051,"Salt Lake City-Provo-Orem, UT",CSA
30043,Jefferson County,County
30043,"Helena, MT",CBSA
30049,Lewis and Clark County,County
30049,"Helena, MT",CBSA
05107,Phillips County,County
05107,"Helena-West Helena, AR",CBSA
37181,Vance County,County
37181,"Henderson, NC",CBSA
37181,"Raleigh-Durham-Cary, NC",CSA
48117,Deaf Smith County,County
48117,"Hereford, TX",CBSA
41049,Morrow County,County
41049,"Hermiston-Pendleton, OR",CBSA
41059,Umatilla County,County
41059,"Hermiston-Pendleton, OR",CBSA
37003,Alexander County,County
37003,"Hickory-Lenoir-Morganton, NC",CBSA
37023,Burke County,County
37023,"Hickory-Lenoir-Morganton, NC",CBSA
37027,Caldwell County,County
37027,"Hickory-Lenoir-Morganton, NC",CBSA
37035,Catawba County,County
37035,"Hickory-Lenoir-Morganton, NC",CBSA
26059,Hillsdale County,County
26059,"Hillsdale, MI",CBSA
15001,Hawaii County,County
15001,"Hilo, HI",CBSA
45013,Beaufort County,County
45013,"Hilton Head Island-Bluffton, SC",CBSA
45053,Jasper County,County
45053,"Hilton Head Island-Bluffton, SC",CBSA
13179,Liberty County,County
13179,"Hinesville, GA",CBSA
13179,"Savannah-Hinesville-Statesboro, GA",CSA
13183,Long County,County
13183,"Hinesville, GA",CBSA
13183,"Savannah-Hinesville-Statesboro, GA",CSA
35025,Lea County,County
35025,"Hobbs, NM",CBSA
26005,Allegan County,County
26005,"Holland, MI",CBSA
26005,"Grand Rapids-Kentwood-Muskegon, MI",CSA
12017,Citrus County,County
12017,"Homosassa Springs, FL",CBSA
41027,Hood River County,County
41027,"Hood River, OR",CBSA
05057,Hempstead County,County
05057,"Hope, AR",CBSA
05099,Nevada County,County
05099,"Hope, AR",CBSA
05051,Garland County,County
05051,"Hot Springs, AR",CBSA
05051,"Hot Springs-Malvern, AR",CSA
26061,Houghton County,County
26061,"Houghton, MI",CBSA
26083,Keweenaw County,County
26083,"Houghton, MI",CBSA
22057,Lafourche Parish,County
22057,"Houma-Thibodaux, LA",CBSA
22109,Terrebonne Parish,County
22109,"Houma-Thibodaux, LA",CBSA
48015,Austin County,County
48015,"Houston-The Woodlands-Sugar Land, TX",CBSA
48015,"Houston-The Woodlands, TX",CSA
48039,Brazoria County,County
48039,"Houston-The Woodlands-Sugar Land, TX",CBSA
48039,"Houston-The Woodlands, TX",CSA
48071,Chambers County,County
48071,"Houston-The Woodlands-Sugar Land, TX",CBSA
48071,"Houston-The Woodlands, TX",CSA
48157,Fort Bend County,County
48157,"Houston-The Woodlands-Sugar Land, TX",CBSA
48157,"Houston-The Woodlands, TX",CSA
48167,Galveston County,County
48167,"Houston-The Woodlands-Sugar Land, TX",CBSA
48167,"Houston-The Woodlands, TX",CSA
48201,Harris County,County
48201,"Houston-The Woodlands-Sugar Land, TX",CBSA
48201,"Houston-The Woodlands, TX",CSA
48291,Liberty County,County
48291,"Houston-The Woodlands-Sugar Land, TX",CBSA
48291,"Houston-The Woodlands, TX",CSA
48339,Montgomery County,County
48339,"Houston-The Woodlands-Sugar Land, TX",CBSA
48339,"Houston-The Woodlands, TX",CSA
48473,Waller County,County
48473,"Houston-The Woodlands-Sugar Land, TX",CBSA
48473,"Houston-The Woodlands, TX",CSA
36021,Columbia County,County
36021,"Hudson, NY",CBSA
36021,"Albany-Schenectady, NY",CSA
42061,Huntingdon County,County
42061,"Huntingdon, PA",CBSA
42061,"Altoona-Huntingdon, PA",CSA
18069,Huntington County,County
18069,"Huntington, IN",CBSA
18069,"Fort Wayne-Huntington-Auburn, IN",CSA
21019,Boyd County,County
21019,"Huntington-Ashland, WV-KY-OH",CBSA
21019,"Charleston-Huntington-Ashland, WV-OH-KY",CSA
21043,Carter County,County
21043,"Huntington-Ashland, WV-KY-OH",CBSA
21043,"Charleston-Huntington-Ashland, WV-OH-KY",CSA
21089,Greenup County,County
21089,"Huntington-Ashland, WV-KY-OH",CBSA
21089,"Charleston-Huntington-Ashland, WV-OH-KY",CSA
39087,Lawrence County,County
39087,"Huntington-Ashland, WV-KY-OH",CBSA
39087,"Charleston-Huntington-Ashland, WV-OH-KY",CSA
54011,Cabell County,County
54011,"Huntington-Ashland, WV-KY-OH",CBSA
54011,"Charleston-Huntington-Ashland, WV-OH-KY",CSA
54079,Putnam County,County
54079,"Huntington-Ashland, WV-KY-OH",CBSA
54079,"Charleston-Huntington-Ashland, WV-OH-KY",CSA
54099,Wayne County,County
54099,"Huntington-Ashland, WV-KY-OH",CBSA
54099,"Charleston-Huntington-Ashland, WV-OH-KY",CSA
01083,Limestone County,County
01083,"Huntsville, AL",CBSA
01083,"Huntsville-Decatur, AL",CSA
01089,Madison County,County
01089,"Huntsville, AL",CBSA
01089,"Huntsville-Decatur, AL",CSA
48471,Walker County,County
48471,"Huntsville, TX",CBSA
48471,"Houston-The Woodlands, TX",CSA
46005,Beadle County,County
46005,"Huron, SD",CBSA
46073,Jerauld County,County
46073,"Huron, SD",CBSA
20155,Reno County,County
20155,"Hutchinson, KS",CBSA
27085,McLeod County,County
27085,"Hutchinson, MN",CBSA
27085,"Minneapolis-St. Paul, MN-WI",CSA
16019,Bonneville County,County
16019,"Idaho Falls, ID",CBSA
16019,"Idaho Falls-Rexburg-Blackfoot, ID",CSA
16023,Butte County,County
16023,"Idaho Falls, ID",CBSA
16023,"Idaho Falls-Rexburg-Blackfoot, ID",CSA
16051,Jefferson County,County
16051,"Idaho Falls, ID",CBSA
16051,"Idaho Falls-Rexburg-Blackfoot, ID",CSA
42063,Indiana County,County
42063,"Indiana, PA",CBSA
42063,"Pittsburgh-New Castle-Weirton, PA-OH-WV",CSA
18011,Boone County,County
18011,"Indianapolis-Carmel-Anderson, IN",CBSA
18011,"Indianapolis-Carmel-Muncie, IN",CSA
18013,Brown County,County
18013,"Indianapolis-Carmel-Anderson, IN",CBSA
18013,"Indianapolis-Carmel-Muncie, IN",CSA
18057,Hamilton County,County
18057,"Indianapolis-Carmel-Anderson, IN",CBSA
18057,"Indianapolis-Carmel-Muncie, IN",CSA
18059,Hancock County,County
18059,"Indianapolis-Carmel-Anderson, IN",CBSA
18059,"Indianapolis-Carmel-Muncie, IN",CSA
18063,Hendricks County,County
18063,"Indianapolis-Carmel-Anderson, IN",CBSA
18063,"Indianapolis-Carmel-Muncie, IN",CSA
18081,Johnson County,County
18081,"Indianapolis-Carmel-Anderson, IN",CBSA
18081,"Indianapolis-Carmel-Muncie, IN",CSA
18095,Madison County,County
18095,"Indianapolis-Carmel-Anderson, IN",CBSA
18095,"Indianapolis-Carmel-Muncie, IN",CSA
18097,Marion County,County
18097,"Indianapolis-Carmel-Anderson, IN",CBSA
18097,"Indianapolis-Carmel-Muncie, IN",CSA
18109,Morgan County,County
18109,"Indianapolis-Carmel-Anderson, IN",CBSA
18109,"Indianapolis-Carmel-Muncie, IN",CSA
18133,Putnam County,County
18133,"Indianapolis-Carmel-Anderson, IN",CBSA
18133,"Indianapolis-Carmel-Muncie, IN",CSA
18145,Shelby County,County
18145,"Indianapolis-Carmel-Anderson, IN",CBSA
18145,"Indianapolis-Carmel-Muncie, IN",CSA
28133,Sunflower County,County
28133,"Indianola, MS",CBSA
28133,"Cleveland-Indianola, MS",CSA
19103,Johnson County,County
19103,"Iowa City, IA",CBSA
19103,"Cedar Rapids-Iowa City, IA",CSA
19183,Washington County,County
19183,"Iowa City, IA",CBSA
19183,"Cedar Rapids-Iowa City, IA",CSA
26043,Dickinson County,County
26043,"Iron Mountain, MI-WI",CBSA
26043,"Marinette-Iron Mountain, WI-MI",CSA
55037,Florence County,County
55037,"Iron Mountain, MI-WI",CBSA
55037,"Marinette-Iron Mountain, WI-MI",CSA
36109,Tompkins County,County
36109,"Ithaca, NY",CBSA
36109,"Ithaca-Cortland, NY",CSA
26075,Jackson County,County
26075,"Jackson, MI",CBSA
28029,Copiah County,County
28029,"Jackson, MS",CBSA
28029,"Jackson-Vicksburg-Brookhaven, MS",CSA
28049,Hinds County,County
28049,"Jackson, MS",CBSA
28049,"Jackson-Vicksburg-Brookhaven, MS",CSA
28051,Holmes County,County
28051,"Jackson, MS",CBSA
28051,"Jackson-Vicksburg-Brookhaven, MS",CSA
28089,Madison County,County
28089,"Jackson, MS",CBSA
28089,"Jackson-Vicksburg-Brookhaven, MS",CSA
28121,Rankin County,County
28121,"Jackson, MS",CBSA
28121,"Jackson-Vicksburg-Brookhaven, MS",CSA
28127,Simpson County,County
28127,"Jackson, MS",CBSA
28127,"Jackson-Vicksburg-Brookhaven, MS",CSA
28163,Yazoo County,County
28163,"Jackson, MS",CBSA
28163,"Jackson-Vicksburg-Brookhaven, MS",CSA
39079,Jackson County,County
39079,"Jackson, OH",CBSA
47023,Chester County,County
47023,"Jackson, TN",CBSA
47023,"Jackson-Brownsville, TN",CSA
47033,Crockett County,County
47033,"Jackson, TN",CBSA
47033,"Jackson-Brownsville, TN",CSA
47053,Gibson County,County
47053,"Jackson, TN",CBSA
47053,"Jackson-Brownsville, TN",CSA
47113,Madison County,County
47113,"Jackson, TN",CBSA
47113,"Jackson-Brownsville, TN",CSA
16081,Teton County,County
16081,"Jackson, WY-ID",CBSA
56039,Teton County,County
56039,"Jackson, WY-ID",CBSA
12003,Baker County,County
12003,"Jacksonville, FL",CBSA
12003,"Jacksonville-St. Marys-Palatka, FL-GA",CSA
12019,Clay County,County
12019,"Jacksonville, FL",CBSA
12019,"Jacksonville-St. Marys-Palatka, FL-GA",CSA
12031,Duval County,County
12031,"Jacksonville, FL",CBSA
12031,"Jacksonville-St. Marys-Palatka, FL-GA",CSA
12089,Nassau County,County
12089,"Jacksonville, FL",CBSA
12089,"Jacksonville-St. Marys-Palatka, FL-GA",CSA
12109,St. Johns County,County
12109,"Jacksonville, FL",CBSA
12109,"Jacksonville-St. Marys-Palatka, FL-GA",CSA
17137,Morgan County,County
17137,"Jacksonville, IL",CBSA
17137,"Springfield-Jacksonville-Lincoln, IL",CSA
17171,Scott County,County
17171,"Jacksonville, IL",CBSA
17171,"Springfield-Jacksonville-Lincoln, IL",CSA
37133,Onslow County,County
37133,"Jacksonville, NC",CBSA
48073,Cherokee County,County
48073,"Jacksonville, TX",CBSA
48073,"Tyler-Jacksonville, TX",CSA
38093,Stutsman County,County
38093,"Jamestown, ND",CBSA
36013,Chautauqua County,County
36013,"Jamestown-Dunkirk-Fredonia, NY",CBSA
55105,Rock County,County
55105,"Janesville-Beloit, WI",CBSA
55105,"Madison-Janesville-Beloit, WI",CSA
01127,Walker County,County
01127,"Jasper, AL",CBSA
01127,"Birmingham-Hoover-Talladega, AL",CSA
18037,Dubois County,County
18037,"Jasper, IN",CBSA
18125,Pike County,County
18125,"Jasper, IN",CBSA
72073,Jayuya Municipio,County
72073,"Jayuya, PR",CBSA
13157,Jackson County,County
13157,"Jefferson, GA",CBSA
13157,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",CSA
29027,Callaway County,County
29027,"Jefferson City, MO",CBSA
29051,Cole County,County
29051,"Jefferson City, MO",CBSA
29135,Moniteau County,County
29135,"Jefferson City, MO",CBSA
29151,Osage County,County
29151,"Jefferson City, MO",CBSA
22053,Jefferson Davis Parish,County
22053,"Jennings, LA",CBSA
22053,"Lake Charles-Jennings, LA",CSA
13305,Wayne County,County
13305,"Jesup, GA",CBSA
13305,"Savannah-Hinesville-Statesboro, GA",CSA
47019,Carter County,County
47019,"Johnson City, TN",CBSA
47019,"Johnson City-Kingsport-Bristol, TN-VA",CSA
47171,Unicoi County,County
47171,"Johnson City, TN",CBSA
47171,"Johnson City-Kingsport-Bristol, TN-VA",CSA
47179,Washington County,County
47179,"Johnson City, TN",CBSA
47179,"Johnson City-Kingsport-Bristol, TN-VA",CSA
42021,Cambria County,County
42021,"Johnstown, PA",CBSA
42021,"Johnstown-Somerset, PA",CSA
05031,Craighead County,County
05031,"Jonesboro, AR",CBSA
05031,"Jonesboro-Paragould, AR",CSA
05111,Poinsett County,County
05111,"Jonesboro, AR",CBSA
05111,"Jonesboro-Paragould, AR",CSA
29097,Jasper County,County
29097,"Joplin, MO",CBSA
29097,"Joplin-Miami, MO-OK",CSA
29145,Newton County,County
29145,"Joplin, MO",CBSA
29145,"Joplin-Miami, MO-OK",CSA
02110,Juneau City and Borough,County
02110,"Juneau, AK",CBSA
15009,Maui County,County
15009,"Kahului-Wailuku-Lahaina, HI",CBSA
26077,Kalamazoo County,County
26077,"Kalamazoo-Portage, MI",CBSA
26077,"Kalamazoo-Battle Creek-Portage, MI",CSA
30029,Flathead County,County
30029,"Kalispell, MT",CBSA
17091,Kankakee County,County
17091,"Kankakee, IL",CBSA
17091,"Chicago-Naperville, IL-IN-WI",CSA
20091,Johnson County,County
20091,"Kansas City, MO-KS",CBSA
20091,"Kansas City-Overland Park-Kansas City, MO-KS",CSA
20103,Leavenworth County,County
20103,"Kansas City, MO-KS",CBSA
20103,"Kansas City-Overland Park-Kansas City, MO-KS",CSA
20107,Linn County,County
20107,"Kansas City, MO-KS",CBSA
20107,"Kansas City-Overland Park-Kansas City, MO-KS",CSA
20121,Miami County,County
20121,"Kansas City, MO-KS",CBSA
20121,"Kansas City-Overland Park-Kansas City, MO-KS",CSA
20209,Wyandotte County,County
20209,"Kansas City, MO-KS",CBSA
20209,"Kansas City-Overland Park-Kansas City, MO-KS",CSA
